1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
131	-0.737795	-0.820758	2.074074	128.875192	1847.111714	0.002161	0.195930	0.007929	4.7	0.1	107.0
132	-0.809789	-0.843960	0.854282	129.875192	1834.869067	0.002246	0.195930	0.008150	4.9	0.1	107.3
133	-0.755049	-0.833777	1.968202	130.875192	1822.787640	0.001809	0.195930	0.008062	4.5	0.1	106.8
134	-0.799946	-0.833521	0.839358	131.875192	1810.864269	0.002372	0.195930	0.008272	4.8	0.1	107.9
135	-0.748145	-0.827048	1.972579	132.875192	1799.095872	0.002510	0.195930	0.008106	4.5	0.1	106.8
136	-0.802118	-0.832136	0.750443	133.875192	1787.479448	0.002573	0.195930	0.008221	4.6	0.1	106.9
137	-0.755102	-0.834467	1.984131	134.875192	1776.012072	0.002594	0.195930	0.008240	4.6	0.1	106.9
138	-0.805150	-0.835071	0.748026	135.875192	1764.690894	0.002021	0.195930	0.008048	5.0	0.1	108.1
139	-0.754262	-0.832102	1.945995	136.875192	1753.513134	0.002389	0.195930	0.008276	4.7	0.1	107.0
140	-0.790096	-0.821280	0.779612	137.875192	1742.476086	0.003269	0.195930	0.008437	4.7	0.1	107.0
141	-0.759736	-0.834828	1.877285	138.875192	1731.577109	0.001998	0.195930	0.008032	4.7	0.1	107.7
142	-0.812369	-0.843188	0.770466	139.875192	1720.813628	0.002269	0.195930	0.008091	4.8	0.1	107.1
143	-0.764752	-0.838686	1.848353	140.875192	1710.183132	0.002061	0.195930	0.008061	4.6	0.1	106.8
144	-0.811386	-0.841971	0.764630	141.875192	1699.683171	0.002205	0.195930	0.008115	4.6	0.1	106.8
145	-0.746209	-0.819657	1.836197	142.875192	1689.311356	0.002676	0.195930	0.008259	4.6	0.1	106.8
146	-0.799191	-0.829376	0.754648	143.875192	1679.065355	0.002369	0.195930	0.008174	4.9	0.1	108.0
147	-0.754057	-0.826840	1.819565	144.875192	1668.942893	0.002687	0.195930	0.008314	4.6	0.1	106.8
148	-0.803687	-0.833959	0.756804	145.875192	1658.941749	0.002162	0.195930	0.008147	4.6	0.1	106.9
149	-0.767200	-0.839066	1.796658	146.875192	1649.059754	0.002315	0.195930	0.008121	4.5	0.1	106.8
150	-0.797007	-0.827693	0.767142	147.875192	1639.294792	0.002344	0.195930	0.008052	4.7	0.1	107.0
151	-0.756068	-0.824444	1.709380	148.875192	1629.644797	0.003106	0.195930	0.008576	4.7	0.1	107.1
152	-0.800489	-0.834393	0.847591	149.875192	1620.107750	0.002461	0.195930	0.008223	4.9	0.1	107.2
153	-0.783508	-0.849244	1.643416	150.875192	1610.681679	0.002503	0.195930	0.008176	4.6	0.1	106.9
154	-0.807807	-0.840593	0.819640	151.875192	1601.364659	0.002498	0.195930	0.008342	4.6	0.1	106.9
155	-0.758048	-0.825191	1.678561	152.875192	1592.154807	0.002373	0.195930	0.008212	4.6	0.1	106.9
156	-0.795240	-0.826274	0.775859	153.875192	1583.050287	0.002949	0.195930	0.008379	4.9	0.1	107.2
157	-0.765750	-0.832422	1.666793	154.875192	1574.049300	0.002670	0.195930	0.008242	4.8	0.1	107.1
158	-0.803794	-0.833320	0.738147	155.875192	1565.150091	0.001759	0.195930	0.008022	4.5	0.1	106.8
159	-0.771294	-0.837788	1.662362	156.875192	1556.350943	0.002531	0.195930	0.008224	4.6	0.1	106.8
160	-0.813573	-0.842630	0.726421	157.875192	1547.650179	0.002069	0.195930	0.008080	4.8	0.1	107.1
161	-0.767248	-0.832937	1.642218	158.875192	1539.046156	0.002525	0.195930	0.008270	4.8	0.1	107.1
162	-0.806591	-0.835910	0.732980	159.875192	1530.537271	0.001837	0.195930	0.008111	4.7	0.1	107.8
163	-0.777368	-0.842825	1.636435	160.875192	1522.121955	0.001913	0.195930	0.008054	4.6	0.1	106.9
164	-0.812591	-0.840496	0.697620	161.875192	1513.798672	0.002041	0.195930	0.008078	4.6	0.1	106.9
165	-0.767988	-0.832835	1.621168	162.875192	1505.565921	0.002280	0.195930	0.008146	4.6	0.1	106.9
166	-0.798070	-0.825814	0.693605	163.875192	1497.422233	0.002699	0.195930	0.008338	5.0	0.1	108.1
167	-0.766265	-0.831119	1.621352	164.875192	1489.366170	0.002330	0.195930	0.008170	4.6	0.1	106.8
168	-0.799064	-0.825626	0.664049	165.875192	1481.396326	0.002337	0.195930	0.007880	4.7	0.1	107.0
169	-0.770089	-0.830982	1.522309	166.875192	1473.511324	0.002368	0.195930	0.008181	4.6	0.1	106.9
170	-0.805532	-0.835264	0.743284	167.875192	1465.709816	0.002179	0.195930	0.008113	5.1	0.1	108.2
171	-0.775770	-0.835838	1.501713	168.875192	1457.990483	0.002459	0.195930	0.008227	4.7	0.1	107.7
172	-0.806849	-0.836578	0.743245	169.875192	1450.352034	0.002131	0.195930	0.008210	4.6	0.1	106.9
173	-0.774678	-0.835191	1.512847	170.875192	1442.793203	0.001851	0.195930	0.008065	4.6	0.1	106.8
174	-0.807995	-0.836277	0.707042	171.875192	1435.312753	0.002148	0.195930	0.008162	5.1	0.1	107.4
175	-0.778797	-0.839113	1.507901	172.875192	1427.909471	0.001915	0.195930	0.008137	5.2	0.1	107.5
176	-0.815911	-0.844421	0.712736	173.875192	1420.582169	0.001982	0.195930	0.008100	4.6	0.1	107.0
177	-0.781260	-0.840197	1.473427	174.875192	1413.329682	0.001981	0.195930	0.008064	4.5	0.1	106.8
178	-0.805669	-0.833358	0.692239	175.875192	1406.150872	0.002123	0.195930	0.008138	5.0	0.1	108.1
179	-0.775706	-0.834612	1.472638	176.875192	1399.044620	0.002556	0.195930	0.008256	4.9	0.1	107.2
180	-0.801920	-0.829113	0.679835	177.875192	1392.009833	0.002122	0.195930	0.008041	4.7	0.1	107.7
181	-0.786526	-0.843964	1.435973	178.875192	1385.045438	0.002247	0.195930	0.008166	4.9	0.1	107.2
182	-0.804137	-0.832099	0.699032	179.875192	1378.150384	0.002398	0.195930	0.008122	4.7	0.1	106.9
183	-0.779805	-0.835689	1.397096	180.875192	1371.323639	0.002029	0.195930	0.008113	4.7	0.1	106.9
184	-0.808221	-0.836814	0.714829	181.875192	1364.564194	0.002452	0.195930	0.008218	4.9	0.1	107.3
185	-0.781288	-0.836591	1.382570	182.875192	1357.871059	0.001886	0.195930	0.007986	4.9	0.1	107.1
186	-0.803771	-0.831107	0.683402	183.875192	1351.243263	0.002025	0.195930	0.008092	4.6	0.1	106.9
187	-0.777723	-0.833373	1.391257	184.875192	1344.679853	0.002119	0.195930	0.008050	4.5	0.1	106.7
188	-0.799034	-0.825415	0.659524	185.875192	1338.179896	0.002495	0.195930	0.008215	4.8	0.1	107.6
189	-0.766532	-0.822239	1.392677	186.875192	1331.742476	0.002439	0.195930	0.008217	4.7	0.1	107.0
190	-0.797954	-0.824246	0.657285	187.875192	1325.366695	0.003135	0.195930	0.008494	4.7	0.1	107.0
191	-0.783532	-0.839260	1.393176	188.875192	1319.051672	0.002019	0.195930	0.008091	4.6	0.1	106.9
192	-0.799500	-0.824804	0.632584	189.875192	1312.796542	0.002780	0.195930	0.008215	4.7	0.1	107.0
193	-0.771529	-0.825810	1.357017	190.875192	1306.600458	0.002329	0.195930	0.008172	4.7	0.1	107.0
194	-0.804185	-0.830178	0.649815	191.875192	1300.462587	0.002042	0.195930	0.008110	4.7	0.1	107.0
195	-0.778806	-0.832808	1.350030	192.875192	1294.382113	0.002476	0.195930	0.008217	4.8	0.1	107.0
196	-0.806908	-0.832498	0.639731	193.875192	1288.358234	0.002012	0.195930	0.008081	4.7	0.1	107.0
197	-0.784453	-0.837900	1.336173	194.875192	1282.390164	0.002310	0.195930	0.008154	4.6	0.1	107.6
198	-0.809708	-0.834934	0.630655	195.875192	1276.477131	0.002900	0.195930	0.008344	4.8	0.1	107.1
199	-0.782594	-0.835654	1.326500	196.875192	1270.618377	0.001938	0.195930	0.007969	4.6	0.1	106.9
200	-0.808749	-0.832794	0.601117	197.875192	1264.813159	0.001963	0.195930	0.008079	4.8	0.1	107.1
201	-0.779560	-0.833202	1.341059	198.875192	1259.060744	0.002219	0.195930	0.007921	4.6	0.1	106.9
202	-0.817104	-0.838641	0.538432	199.875192	1253.360418	0.001994	0.195930	0.008087	5.6	0.1	108.7
203	-0.784208	-0.839659	1.386263	200.875192	1247.711474	0.002286	0.195930	0.008211	4.8	0.1	107.1
204	-0.821053	-0.842824	0.544284	201.875192	1242.113222	0.002019	0.195930	0.008103	4.8	0.1	107.2
205	-0.776370	-0.831002	1.365810	202.875192	1236.564983	0.002323	0.195930	0.008173	4.8	0.1	107.0
206	-0.815909	-0.837371	0.536568	203.875192	1231.066088	0.002480	0.195930	0.008205	4.7	0.1	106.9
207	-0.785969	-0.839984	1.350388	204.875192	1225.615883	0.002286	0.195930	0.008198	4.7	0.1	107.1
208	-0.802981	-0.824658	0.541941	205.875192	1220.213724	0.002506	0.195930	0.008224	4.6	0.1	106.9
209	-0.775634	-0.828884	1.331257	206.875192	1214.858978	0.002681	0.195930	0.008285	4.5	0.1	106.7
210	-0.815968	-0.837439	0.536758	207.875192	1209.551024	0.002261	0.195930	0.008132	4.7	0.1	107.8
211	-0.785274	-0.837857	1.314581	208.875192	1204.289252	0.001963	0.195930	0.008053	4.6	0.1	106.9
212	-0.818930	-0.840094	0.529121	209.875192	1199.073060	0.002321	0.195930	0.008157	4.9	0.1	107.3
213	-0.788329	-0.840662	1.308339	210.875192	1193.901860	0.002567	0.195930	0.008225	4.7	0.1	107.0
214	-0.811766	-0.832766	0.525000	211.875192	1188.775071	0.002253	0.195930	0.008156	4.4	0.1	106.6
215	-0.790253	-0.842287	1.300852	212.875192	1183.692125	0.002054	0.195930	0.008076	4.7	0.1	107.0
216	-0.824409	-0.844840	0.510775	213.875192	1178.652460	0.002158	0.195930	0.008034	4.9	0.1	107.2
217	-0.783269	-0.834338	1.276724	214.875192	1173.655528	0.002442	0.195930	0.008266	4.7	0.1	107.1
218	-0.805383	-0.827093	0.542750	215.875192	1168.700786	0.002417	0.195930	0.008266	4.6	0.1	107.7
219	-0.787165	-0.837935	1.269250	216.875192	1163.787702	0.001946	0.195930	0.008116	4.5	0.1	107.6
220	-0.823290	-0.844395	0.527619	217.875192	1158.915753	0.002318	0.195930	0.008100	5.1	0.1	107.4
221	-0.786012	-0.835471	1.236476	218.875192	1154.084425	0.001601	0.195930	0.008082	4.8	0.1	107.1
222	-0.810668	-0.832899	0.555783	219.875192	1149.293211	0.002128	0.195930	0.008148	4.8	0.1	107.0
223	-0.788229	-0.836883	1.216353	220.875192	1144.541615	0.002171	0.195930	0.008145	4.6	0.1	106.8
224	-0.807948	-0.829749	0.545020	221.875192	1139.829147	0.002341	0.195930	0.008190	5.0	0.1	107.1
225	-0.787761	-0.836072	1.207788	222.875192	1135.155326	0.002013	0.195930	0.008097	4.6	0.1	106.9
226	-0.824376	-0.845844	0.536722	223.875192	1130.519677	0.002018	0.195930	0.008059	5.0	0.1	108.0
227	-0.783442	-0.831103	1.191526	224.875192	1125.921736	0.002662	0.195930	0.008253	4.7	0.1	107.0
228	-0.817476	-0.838757	0.532021	225.875192	1121.361044	0.001932	0.195930	0.008048	4.6	0.1	106.8
229	-0.785608	-0.832990	1.184560	226.875192	1116.837150	0.001964	0.195930	0.008048	4.7	0.1	107.0
230	-0.816333	-0.837268	0.523384	227.875192	1112.349611	0.002826	0.195930	0.008254	5.0	0.1	107.4
231	-0.785321	-0.832078	1.168937	228.875192	1107.897990	0.002404	0.195930	0.008198	5.0	0.1	107.3
232	-0.821024	-0.842335	0.532757	229.875192	1103.481858	0.002211	0.195930	0.008195	4.7	0.1	107.0
233	-0.779835	-0.826779	1.173597	230.875192	1099.100792	0.002760	0.195930	0.008193	4.7	0.1	107.0
234	-0.816564	-0.836375	0.495274	231.875192	1094.754376	0.002363	0.195930	0.008208	4.9	0.1	107.1
235	-0.791442	-0.839081	1.190971	232.875192	1090.442200	0.002384	0.195930	0.008169	4.8	0.1	107.1
236	-0.825896	-0.845045	0.478716	233.875192	1086.163862	0.001967	0.195930	0.008048	4.7	0.1	107.7
237	-0.797374	-0.844662	1.182197	234.875192	1081.918965	0.002072	0.195930	0.008129	4.6	0.1	107.0
238	-0.826727	-0.846103	0.484413	235.875192	1077.707119	0.001910	0.195930	0.008086	4.7	0.1	106.9
239	-0.782079	-0.829077	1.174938	236.875192	1073.527937	0.002343	0.195930	0.008187	4.7	0.1	107.0
240	-0.821172	-0.840207	0.475862	237.875192	1069.381044	0.002139	0.195930	0.008103	4.8	0.1	107.1
241	-0.797580	-0.844074	1.162352	238.875192	1065.266064	0.001936	0.195930	0.007991	4.6	0.1	107.0
